placeholder_curie	category	label	source_columns	occurrences
kgmicrobe.trait:d_ornithine	biolink:PhenotypicQuality	D-ornithine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:d_threonine	biolink:PhenotypicQuality	D-threonine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:daidzein	biolink:PhenotypicQuality	daidzein	BacDive_Metabolite_production	1
kgmicrobe.trait:danomycin	biolink:PhenotypicQuality	danomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:daptomycin	biolink:PhenotypicQuality	daptomycin	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:daunorubicin	biolink:PhenotypicQuality	daunorubicin	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:decaplanin	biolink:PhenotypicQuality	decaplanin	BacDive_Metabolite_production	1
kgmicrobe.trait:decomposing_algae	biolink:PhenotypicQuality	#Decomposing algae	BacDive_Isolation_category_3	1
kgmicrobe.trait:decoyinine	biolink:PhenotypicQuality	decoyinine	BacDive_Metabolite_production	1
kgmicrobe.trait:diacetyl	biolink:PhenotypicQuality	diacetyl	BacDive_Metabolite_production	1
kgmicrobe.trait:dibenzofuran	biolink:PhenotypicQuality	dibenzofuran	BacDive_Metabolite_utilization	1
kgmicrobe.trait:digitonin	biolink:PhenotypicQuality	digitonin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:dimethyl_disulfide	biolink:PhenotypicQuality	dimethyl disulfide	BacDive_Metabolite_production	1
kgmicrobe.trait:dimethyl_sulfide	biolink:PhenotypicQuality	dimethyl sulfide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:diydrogen	biolink:PhenotypicQuality	diydrogen	BacDive_Metabolite_utilization	1
kgmicrobe.trait:docosane	biolink:PhenotypicQuality	docosane	BacDive_Metabolite_utilization	1
kgmicrobe.trait:dodecane	biolink:PhenotypicQuality	dodecane	BacDive_Metabolite_utilization	1
kgmicrobe.trait:dopsisamine	biolink:PhenotypicQuality	dopsisamine	BacDive_Metabolite_production	1
kgmicrobe.trait:dotriacontane	biolink:PhenotypicQuality	dotriacontane	BacDive_Metabolite_utilization	1
kgmicrobe.trait:doxorubicin	biolink:PhenotypicQuality	doxorubicin	BacDive_Metabolite_production	1
kgmicrobe.trait:durhamycin	biolink:PhenotypicQuality	durhamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:dynemicin	biolink:PhenotypicQuality	dynemicin	BacDive_Metabolite_production	1
kgmicrobe.trait:endosymbiont	biolink:PhenotypicQuality	#Endosymbiont	BacDive_Isolation_category_3	1
kgmicrobe.trait:erythromycin_a	biolink:PhenotypicQuality	erythromycin A	BacDive_Metabolite_production	1
kgmicrobe.trait:erythromycin_b	biolink:PhenotypicQuality	erythromycin B	BacDive_Metabolite_production	1
kgmicrobe.trait:erythrose	biolink:PhenotypicQuality	erythrose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:etamycin	biolink:PhenotypicQuality	etamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:ethionamide	biolink:PhenotypicQuality	ethionamide	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:ethylenediamine_n	biolink:PhenotypicQuality	Ethylenediamine-N	BacDive_Metabolite_production	1
kgmicrobe.trait:eurocidin	biolink:PhenotypicQuality	eurocidin	BacDive_Metabolite_production	1
kgmicrobe.trait:extracellular	biolink:PhenotypicQuality	#Extracellular	BacDive_Isolation_category_3	1
kgmicrobe.trait:ferric_oxide	biolink:PhenotypicQuality	ferric oxide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:ferrous_ion	biolink:PhenotypicQuality	ferrous ion	BacDive_Metabolite_utilization	1
kgmicrobe.trait:ferrous_sulfate	biolink:PhenotypicQuality	ferrous sulfate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:fibrin	biolink:PhenotypicQuality	fibrin	BacDive_Metabolite_utilization	1
kgmicrobe.trait:fidaxomicin	biolink:PhenotypicQuality	fidaxomicin	BacDive_Metabolite_production	1
kgmicrobe.trait:filipin	biolink:PhenotypicQuality	filipin	BacDive_Metabolite_production	1
kgmicrobe.trait:flavin_adenine_dinucleotide	biolink:PhenotypicQuality	flavin adenine dinucleotide	BacDive_Metabolite_production	1
kgmicrobe.trait:flavofungin	biolink:PhenotypicQuality	flavofungin	BacDive_Metabolite_production	1
kgmicrobe.trait:fluorene	biolink:PhenotypicQuality	fluorene	BacDive_Metabolite_utilization	1
kgmicrobe.trait:formamicin	biolink:PhenotypicQuality	formamicin	BacDive_Metabolite_production	1
kgmicrobe.trait:formamide	biolink:PhenotypicQuality	formamide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:fortimicin_b	biolink:PhenotypicQuality	fortimicin B	BacDive_Metabolite_production	1
kgmicrobe.trait:framycetin	biolink:PhenotypicQuality	framycetin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:furaxone	biolink:PhenotypicQuality	furaxone	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:galactomannan	biolink:PhenotypicQuality	galactomannan	BacDive_Metabolite_utilization	1
kgmicrobe.trait:gardimycin	biolink:PhenotypicQuality	gardimycin	BacDive_Metabolite_production	1
kgmicrobe.trait:gentamicin_c2b	biolink:PhenotypicQuality	gentamicin C2b	BacDive_Metabolite_production	1
kgmicrobe.trait:glutarate	biolink:PhenotypicQuality	glutarate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:glutathione	biolink:PhenotypicQuality	glutathione	BacDive_Metabolite_utilization	1
kgmicrobe.trait:glycine_1	biolink:PhenotypicQuality	glycine 1%	BacDive_Metabolite_utilization	1
kgmicrobe.trait:glycol	biolink:PhenotypicQuality	glycol	BacDive_Metabolite_utilization	1
kgmicrobe.trait:glycyl_l_bromosuccinic_glutamic_acid	biolink:PhenotypicQuality	glycyl-L-bromosuccinic glutamic acid	BacDive_Metabolite_utilization	1
kgmicrobe.trait:glycylglycine	biolink:PhenotypicQuality	glycylglycine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:glycylglycylglycine	biolink:PhenotypicQuality	glycylglycylglycine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:granaticin	biolink:PhenotypicQuality	granaticin	BacDive_Metabolite_production	1
kgmicrobe.trait:griseolutein_a	biolink:PhenotypicQuality	griseolutein A	BacDive_Metabolite_production	1
kgmicrobe.trait:griseolutein_b	biolink:PhenotypicQuality	griseolutein B	BacDive_Metabolite_production	1
kgmicrobe.trait:halomicin	biolink:PhenotypicQuality	halomicin	BacDive_Metabolite_production	1
kgmicrobe.trait:heart_valve	biolink:PhenotypicQuality	#Heart valve	BacDive_Isolation_category_3	1
kgmicrobe.trait:heparin_lyase	biolink:PhenotypicQuality	heparin lyase	BacDive_Enzyme_activity	1
kgmicrobe.trait:hexadecane	biolink:PhenotypicQuality	hexadecane	BacDive_Metabolite_utilization	1
kgmicrobe.trait:hexadecanoate	biolink:PhenotypicQuality	hexadecanoate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:hexane	biolink:PhenotypicQuality	hexane	BacDive_Metabolite_utilization	1
kgmicrobe.trait:hitachimycin	biolink:PhenotypicQuality	hitachimycin	BacDive_Metabolite_production	1
kgmicrobe.trait:hyaluronidase	biolink:PhenotypicQuality	hyaluronidase	BacDive_Enzyme_activity	1
kgmicrobe.trait:hydantoin	biolink:PhenotypicQuality	hydantoin	BacDive_Metabolite_utilization	1
kgmicrobe.trait:hydrogen	biolink:PhenotypicQuality	hydrogen	BacDive_Metabolite_production	1
kgmicrobe.trait:hydrogenase	biolink:PhenotypicQuality	hydrogenase	BacDive_Enzyme_activity	1
kgmicrobe.trait:hydroxystreptomycin	biolink:PhenotypicQuality	hydroxystreptomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:hygromycin_a	biolink:PhenotypicQuality	hygromycin A	BacDive_Metabolite_production	1
kgmicrobe.trait:icosane	biolink:PhenotypicQuality	icosane	BacDive_Metabolite_utilization	1
kgmicrobe.trait:indigo_carmine	biolink:PhenotypicQuality	indigo carmine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:indolmycin	biolink:PhenotypicQuality	indolmycin	BacDive_Metabolite_production	1
kgmicrobe.trait:indoxyl_acetate	biolink:PhenotypicQuality	indoxyl acetate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:intracellular	biolink:PhenotypicQuality	#Intracellular	BacDive_Isolation_category_3	1
kgmicrobe.trait:iodide	biolink:PhenotypicQuality	iodide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:iron_trichloride	biolink:PhenotypicQuality	iron trichloride	BacDive_Metabolite_utilization	1
kgmicrobe.trait:isepamicin	biolink:PhenotypicQuality	isepamicin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:isocaproate	biolink:PhenotypicQuality	isocaproate	BacDive_Metabolite_production	1
kgmicrobe.trait:isoorientin	biolink:PhenotypicQuality	isoorientin	BacDive_Metabolite_utilization	1
kgmicrobe.trait:isophthalate	biolink:PhenotypicQuality	isophthalate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:isovitexin	biolink:PhenotypicQuality	isovitexin	BacDive_Metabolite_utilization	1
kgmicrobe.trait:keratin	biolink:PhenotypicQuality	keratin	BacDive_Metabolite_utilization	1
kgmicrobe.trait:kijanimicin	biolink:PhenotypicQuality	kijanimicin	BacDive_Metabolite_production	1
kgmicrobe.trait:l_galactonate	biolink:PhenotypicQuality	L-galactonate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_glutamate_gamma_3_carboxy_4_nitroanilide	biolink:PhenotypicQuality	L-glutamate-gamma-3-carboxy-4-nitroanilide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_histidine_2_naphthylamide	biolink:PhenotypicQuality	L-histidine 2-naphthylamide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_inositol	biolink:PhenotypicQuality	L-inositol	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_leucyl_2_naphthylamide_hydrolase	biolink:PhenotypicQuality	L-leucyl-2-naphthylamide hydrolase	BacDive_Enzyme_activity	1
kgmicrobe.trait:l_leucylglycine_2_naphthylamide	biolink:PhenotypicQuality	L-leucylglycine 2-naphthylamide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_lyxitol	biolink:PhenotypicQuality	(+)-L-lyxitol	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_norleucine	biolink:PhenotypicQuality	L-norleucine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_proline_2_naphthylamide	biolink:PhenotypicQuality	L-proline 2-naphthylamide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_pyroglutamic_acid_2_naphthylamide	biolink:PhenotypicQuality	L-pyroglutamic acid 2-naphthylamide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_pyrrolydonyl_arylamidase	biolink:PhenotypicQuality	l-pyrrolydonyl arylamidase	BacDive_Enzyme_activity	1
kgmicrobe.trait:l_pyrrolyldonyl_arylamidase	biolink:PhenotypicQuality	l-pyrrolyldonyl-arylamidase	BacDive_Enzyme_activity	1
kgmicrobe.trait:l_serine_2_naphthylamide	biolink:PhenotypicQuality	L-serine 2-naphthylamide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:l_tyrosine_2_naphthylamide	biolink:PhenotypicQuality	L-tyrosine 2-naphthylamide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:lactone	biolink:PhenotypicQuality	lactone	BacDive_Metabolite_utilization	1
kgmicrobe.trait:leupeptin	biolink:PhenotypicQuality	leupeptin	BacDive_Metabolite_production	1
kgmicrobe.trait:lignin	biolink:PhenotypicQuality	lignin	BacDive_Metabolite_utilization	1
kgmicrobe.trait:lipase_tween_80	biolink:PhenotypicQuality	lipase (Tween 80)	BacDive_Enzyme_activity	1
kgmicrobe.trait:lomofungin	biolink:PhenotypicQuality	lomofungin	BacDive_Metabolite_production	1
kgmicrobe.trait:lucimycin	biolink:PhenotypicQuality	lucimycin	BacDive_Metabolite_production	1
kgmicrobe.trait:lydimycin	biolink:PhenotypicQuality	lydimycin	BacDive_Metabolite_production	1
kgmicrobe.trait:lysocellin	biolink:PhenotypicQuality	lysocellin	BacDive_Metabolite_production	1
kgmicrobe.trait:lysozyme	biolink:PhenotypicQuality	lysozyme	BacDive_Enzyme_activity	1
kgmicrobe.trait:maltitol	biolink:PhenotypicQuality	maltitol	BacDive_Metabolite_utilization	1
kgmicrobe.trait:marinostatin	biolink:PhenotypicQuality	marinostatin	BacDive_Metabolite_production	1
kgmicrobe.trait:matamycin	biolink:PhenotypicQuality	matamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:medicamycin	biolink:PhenotypicQuality	medicamycin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:menaquinone	biolink:PhenotypicQuality	menaquinone	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:methacycline	biolink:PhenotypicQuality	methacycline	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:methanol_dehydrogenase	biolink:PhenotypicQuality	methanol dehydrogenase	BacDive_Enzyme_activity	1
kgmicrobe.trait:methyl_beta_d_galactoside	biolink:PhenotypicQuality	methyl beta-D-galactoside	BacDive_Metabolite_utilization	1
kgmicrobe.trait:mycobacidin	biolink:PhenotypicQuality	mycobacidin	BacDive_Metabolite_production	1
kgmicrobe.trait:mycosis	biolink:PhenotypicQuality	#Mycosis	BacDive_Isolation_category_3	1
kgmicrobe.trait:n_acetyl_glucosidase	biolink:PhenotypicQuality	N-acetyl-glucosidase	BacDive_Enzyme_activity	1
kgmicrobe.trait:n_acetyl_neuraminic_acid	biolink:PhenotypicQuality	n-acetyl-neuraminic acid	BacDive_Metabolite_utilization	1
kgmicrobe.trait:n_acetylneuraminate	biolink:PhenotypicQuality	n-acetylneuraminate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:n_acetyltyramine	biolink:PhenotypicQuality	N-acetyltyramine	BacDive_Metabolite_production	1
kgmicrobe.trait:n_disuccinic_acid_edds	biolink:PhenotypicQuality	N'-disuccinic acid (EDDS)	BacDive_Metabolite_production	1
kgmicrobe.trait:narbomycin	biolink:PhenotypicQuality	narbomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:neoantimycin	biolink:PhenotypicQuality	neoantimycin	BacDive_Metabolite_production	1
kgmicrobe.trait:neomycin_e	biolink:PhenotypicQuality	neomycin E	BacDive_Metabolite_production	1
kgmicrobe.trait:neomycin_f	biolink:PhenotypicQuality	neomycin F	BacDive_Metabolite_production	1
kgmicrobe.trait:nephridium	biolink:PhenotypicQuality	#Nephridium	BacDive_Isolation_category_3	1
kgmicrobe.trait:netilmicin	biolink:PhenotypicQuality	netilmicin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:netropsin	biolink:PhenotypicQuality	netropsin	BacDive_Metabolite_production	1
kgmicrobe.trait:neuramindase	biolink:PhenotypicQuality	neuramindase	BacDive_Enzyme_activity	1
kgmicrobe.trait:niddamycin	biolink:PhenotypicQuality	niddamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:nisin	biolink:PhenotypicQuality	nisin	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:nitrogenase	biolink:PhenotypicQuality	nitrogenase	BacDive_Enzyme_activity	1
kgmicrobe.trait:nocamycin	biolink:PhenotypicQuality	nocamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:nocardimicin_g	biolink:PhenotypicQuality	nocardimicin G	BacDive_Metabolite_production	1
kgmicrobe.trait:nocardimicin_h	biolink:PhenotypicQuality	nocardimicin H	BacDive_Metabolite_production	1
kgmicrobe.trait:nocardimicin_i	biolink:PhenotypicQuality	nocardimicin I	BacDive_Metabolite_production	1
kgmicrobe.trait:nogalamycin	biolink:PhenotypicQuality	nogalamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:nojirimycin	biolink:PhenotypicQuality	nojirimycin	BacDive_Metabolite_production	1
kgmicrobe.trait:nucleocidin	biolink:PhenotypicQuality	nucleocidin	BacDive_Metabolite_production	1
kgmicrobe.trait:nutriacholic_acid	biolink:PhenotypicQuality	nutriacholic acid	BacDive_Metabolite_production	1
kgmicrobe.trait:ossamycin	biolink:PhenotypicQuality	ossamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:oxamicetin	biolink:PhenotypicQuality	oxamicetin	BacDive_Metabolite_production	1
kgmicrobe.trait:pactamycin	biolink:PhenotypicQuality	pactamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:palatinose	biolink:PhenotypicQuality	palatinose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:pamamycin	biolink:PhenotypicQuality	pamamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:parasite	biolink:PhenotypicQuality	#Parasite	BacDive_Isolation_category_3	1
kgmicrobe.trait:pefloxacin	biolink:PhenotypicQuality	pefloxacin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:peptide_synthetase	biolink:PhenotypicQuality	peptide synthetase	BacDive_Enzyme_activity	1
kgmicrobe.trait:peptone_0_01	biolink:PhenotypicQuality	peptone (0.01 %	BacDive_Metabolite_utilization	1
kgmicrobe.trait:phenanthrene	biolink:PhenotypicQuality	phenanthrene	BacDive_Metabolite_utilization	1
kgmicrobe.trait:phenoxymethylpenicillin	biolink:PhenotypicQuality	phenoxymethylpenicillin	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:phoslactomycin	biolink:PhenotypicQuality	phoslactomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:phosphatidylinositol_phospholipase_c	biolink:PhenotypicQuality	phosphatidylinositol phospholipase C	BacDive_Enzyme_activity	1
kgmicrobe.trait:phosphocholine	biolink:PhenotypicQuality	phosphocholine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:phylloplane	biolink:PhenotypicQuality	#Phylloplane	BacDive_Isolation_category_3	1
kgmicrobe.trait:piperidin_2_one	biolink:PhenotypicQuality	piperidin-2-one	BacDive_Metabolite_production	1
kgmicrobe.trait:plant_exudate_resin	biolink:PhenotypicQuality	#Plant exudate (Resin)	BacDive_Isolation_category_3	1
kgmicrobe.trait:poly_beta_hydroxyalkanoate	biolink:PhenotypicQuality	poly-beta-hydroxyalkanoate	BacDive_Metabolite_production	1
kgmicrobe.trait:poly_ethylene_terephthalate	biolink:PhenotypicQuality	poly(ethylene terephthalate)	BacDive_Metabolite_utilization	1
kgmicrobe.trait:polygalacturonic_acid	biolink:PhenotypicQuality	polygalacturonic acid	BacDive_Metabolite_production	1
kgmicrobe.trait:porfiromycin	biolink:PhenotypicQuality	porfiromycin	BacDive_Metabolite_production	1
kgmicrobe.trait:porphyrin	biolink:PhenotypicQuality	porphyrin	BacDive_Metabolite_production	1
kgmicrobe.trait:potassium	biolink:PhenotypicQuality	potassium	BacDive_Metabolite_utilization	1
kgmicrobe.trait:pradimicin	biolink:PhenotypicQuality	pradimicin	BacDive_Metabolite_production	1
kgmicrobe.trait:pravastatin	biolink:PhenotypicQuality	pravastatin	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:pristinamycin	biolink:PhenotypicQuality	pristinamycin	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:proteose	biolink:PhenotypicQuality	proteose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:protist	biolink:PhenotypicQuality	#Protist	BacDive_Isolation_category_3	1
kgmicrobe.trait:psicofuranine	biolink:PhenotypicQuality	psicofuranine	BacDive_Metabolite_production	1
kgmicrobe.trait:pyrene	biolink:PhenotypicQuality	pyrene	BacDive_Metabolite_utilization	1
kgmicrobe.trait:pyridomycin	biolink:PhenotypicQuality	pyridomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:pyrrolidin_2_one	biolink:PhenotypicQuality	pyrrolidin-2-one	BacDive_Metabolite_production	1
kgmicrobe.trait:pyrrolomycin_a	biolink:PhenotypicQuality	pyrrolomycin A	BacDive_Metabolite_production	1
kgmicrobe.trait:pyrrolomycin_b	biolink:PhenotypicQuality	pyrrolomycin B	BacDive_Metabolite_production	1
kgmicrobe.trait:resistomycin	biolink:PhenotypicQuality	resistomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:rhodomycin_a	biolink:PhenotypicQuality	rhodomycin A	BacDive_Metabolite_production	1
kgmicrobe.trait:rhodomycin_b	biolink:PhenotypicQuality	rhodomycin B	BacDive_Metabolite_production	1
kgmicrobe.trait:rifamycin_b	biolink:PhenotypicQuality	rifamycin b	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:rifamycin_o	biolink:PhenotypicQuality	rifamycin O	BacDive_Metabolite_production	1
kgmicrobe.trait:ristocetin_a	biolink:PhenotypicQuality	ristocetin A	BacDive_Metabolite_production	1
kgmicrobe.trait:ristocetin_b	biolink:PhenotypicQuality	ristocetin B	BacDive_Metabolite_production	1
kgmicrobe.trait:rna	biolink:PhenotypicQuality	rna	BacDive_Metabolite_utilization	1
kgmicrobe.trait:root_tooth	biolink:PhenotypicQuality	#Root (Tooth)	BacDive_Isolation_category_3	1
kgmicrobe.trait:rosaramicin	biolink:PhenotypicQuality	rosaramicin	BacDive_Metabolite_production	1
kgmicrobe.trait:roseoflavin	biolink:PhenotypicQuality	roseoflavin	BacDive_Metabolite_production	1
kgmicrobe.trait:rot_root	biolink:PhenotypicQuality	#Rot (Root	BacDive_Isolation_category_3	1
kgmicrobe.trait:rubrolone	biolink:PhenotypicQuality	rubrolone	BacDive_Metabolite_production	1
kgmicrobe.trait:s_azetidine_2_carboxylic_acid	biolink:PhenotypicQuality	(S)-azetidine-2-carboxylic acid	BacDive_Metabolite_production	1
kgmicrobe.trait:sandramycin	biolink:PhenotypicQuality	sandramycin	BacDive_Metabolite_production	1
kgmicrobe.trait:sarcidin	biolink:PhenotypicQuality	sarcidin	BacDive_Metabolite_production	1
kgmicrobe.trait:serum	biolink:PhenotypicQuality	serum	BacDive_Metabolite_utilization	1
kgmicrobe.trait:showdomycin	biolink:PhenotypicQuality	showdomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:simvastatin	biolink:PhenotypicQuality	simvastatin	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:sodium	biolink:PhenotypicQuality	sodium(+)	BacDive_Metabolite_utilization	1
kgmicrobe.trait:sodium_dodecyl_sulfate	biolink:PhenotypicQuality	sodium dodecyl sulfate	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:sodium_malonate	biolink:PhenotypicQuality	sodium malonate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:spinosyn	biolink:PhenotypicQuality	spinosyn	BacDive_Metabolite_production	1
kgmicrobe.trait:spot_leaf	biolink:PhenotypicQuality	#Spot (Leaf	BacDive_Isolation_category_3	1
kgmicrobe.trait:staurosporine	biolink:PhenotypicQuality	staurosporine	BacDive_Metabolite_production	1
kgmicrobe.trait:sterol	biolink:PhenotypicQuality	sterol	BacDive_Metabolite_utilization	1
kgmicrobe.trait:streptolydigin	biolink:PhenotypicQuality	streptolydigin	BacDive_Metabolite_production	1
kgmicrobe.trait:streptovaricin	biolink:PhenotypicQuality	streptovaricin	BacDive_Metabolite_production	1
kgmicrobe.trait:sulfadimethoxine	biolink:PhenotypicQuality	sulfadimethoxine	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:sulfamonomethoxine	biolink:PhenotypicQuality	sulfamonomethoxine	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:sulfanilamide	biolink:PhenotypicQuality	sulfanilamide	BacDive_Antibiotic_resistance	1
